Episode,Character,Line
The Day the Earth Stood Stupid,Amy, Um.
The Day the Earth Stood Stupid,Bender, A pickle jar?
The Day the Earth Stood Stupid,Washington, Thomas Jefferson?
The Day the Earth Stood Stupid,Fry, Leela! I've been so worried. Are you a bonehead?
The Day the Earth Stood Stupid,Leela, I ... have to tell ... must ... important ... something--
The Day the Earth Stood Stupid,Fry," Whoa, whoa! Slow down. You're going a mile a minute."
The Day the Earth Stood Stupid,Leela, This! You for this!
The Day the Earth Stood Stupid,Fry, Thanks!
The Day the Earth Stood Stupid,Leela, No! [She runs over to it and puts her hand in the flame.] Ow! Fire hot.
The Day the Earth Stood Stupid,Farnsworth, The professy will help! [He puts his hand in and his lab coat catches fire. He screams.] Fire indeed hot!
The Day the Earth Stood Stupid,Arthur, Oh! Chester A. Arthur fall down.
The Day the Earth Stood Stupid,Leela, Brain. Brain make people dumb.
The Day the Earth Stood Stupid,Fry," No, Leela. Brain make people smart."
The Day the Earth Stood Stupid,Leela, You go fight biggest brain of all.
The Day the Earth Stood Stupid,Fry, Even bigger than those? Holy nuts! Where is it?
The Day the Earth Stood Stupid,Leela, [shrugging] I 'unno!
The Day the Earth Stood Stupid,Fry, Hm. A giant brain is basically a giant nerd. And where would a giant nerd be? [He gasps.] The libary!
The Day the Earth Stood Stupid,Big Brain," Pathetic human race. Arranging their knowledge by category just made it easier to absorb. Dewey, you fool, your decimal system has played right into my hands! [It laughs. Fry pushes the door wide open and he and Leela run in. Before the Big Brain can react, Fry has closed the door and Leela has tipped a bookshelf over so it blocks the door. It gasps.] What do you want?"
The Day the Earth Stood Stupid,Fry, I'm here to kick your ass.
The Day the Earth Stood Stupid,Big Brain, Wishful thinking. We have long since evolved beyond the need for asses. [It flies up towards the ceiling and envelopes Fry's head in a blue glow.] Odd. My stupefaction field is having no effect on your ability to think.
The Day the Earth Stood Stupid,Fry," That's right. And I think you'll find that a little knowledge is a dangerous thing! [He throws a book at the brain. It bounces of it harmlessly.] OK, better think of a new plan. Come on, Fry, think! [He rubs his temple.] Thinking ... thinking..."
The Day the Earth Stood Stupid,Big Brain, Oh! Stop that!
The Day the Earth Stood Stupid,Fry," Hey! Thinking hurts him. Maybe I can think of a way to use that. [The Brain groans again.] Aha! Prepare to be thought at. Leela, give me a topic."
The Day the Earth Stood Stupid,Leela, Duh...
The Day the Earth Stood Stupid,Fry," Seriously, I can't think of anything. [The Brain laughs, it's strength returning. Fry picks up some books.] Gotta find something to make me think. Hardy Boys, too easy. Nancy Drew, too hard. Aha! Perfect! Bonfire of the Vanities!"
The Day the Earth Stood Stupid,Big Brain, No! It's unbearable!
The Day the Earth Stood Stupid,Fiona, The brains are weakening. [She presses an intercom button.] Nibblonians to Nibble stations. Prepare cuddle bug for deployment in 40 nibblets.
The Day the Earth Stood Stupid,Nibbler, Sometimes I fear we are cute.
The Day the Earth Stood Stupid,Fiona," Oh, niggle-snoosh!"
The Day the Earth Stood Stupid,Fry, Take that! And that! This sentence I don't understand but take this one!
The Day the Earth Stood Stupid,Big Brain, You have not won yet. [It's purple glow returns.] Each book in this room is a gateway to a mental realm and I shall take you there and imprison you forever.
The Day the Earth Stood Stupid,Leela, Icky!
The Day the Earth Stood Stupid,Fry, Where are we?
The Day the Earth Stood Stupid,Ahab, A gold doubloon to the man who first spies the white whale.
The Day the Earth Stood Stupid,Queequeg, [pointing] Big whale over there.
The Day the Earth Stood Stupid,Ahab, Arr! I saw it first!
The Day the Earth Stood Stupid,Queequeg," Wait! That no white whale. It grey, think-y whale!"
The Day the Earth Stood Stupid,Fry," Queequeg, let go of me! I have to kill it!"
The Day the Earth Stood Stupid,Big Brain," Farewell! You will all be trapped in this dense, symbolist tome forever!"
The Day the Earth Stood Stupid,Fry, Follow him! It's our only way out!
The Day the Earth Stood Stupid,Fry," Excuse me, have you seen a giant brain?"
The Day the Earth Stood Stupid,Tom Sawyer, Yep. I let him help me whitewash Aunt Polly's fence.
The Day the Earth Stood Stupid,Big Brain," Tom Sawyer, you tricked me. This is less fun than previously indicated. Let this corny slice of Americana be your tomb for all eternity."
The Day the Earth Stood Stupid,Tom Sawyer," Please, no!"
The Day the Earth Stood Stupid,Fry, [shouting] Come on!
The Day the Earth Stood Stupid,Woman," Mr. Fry, Mama tells us you're quite the oddity; a bachelor at your age."
The Day the Earth Stood Stupid,Fry, You think I'm an oddity? Wait'll you see--
The Day the Earth Stood Stupid,Butler," Presenting the most eligible landowner in all Hertfordshire, Mr. Brainly."
The Day the Earth Stood Stupid,Big Brain, I'm a gigantic brain!
The Day the Earth Stood Stupid,Man #1, I say!
The Day the Earth Stood Stupid,Man #2, Most un-gentleman-like!
The Day the Earth Stood Stupid,Woman," Mr. Brainly, what news have you of the London season?"
The Day the Earth Stood Stupid,Big Brain, Well--
The Day the Earth Stood Stupid,Fry," Hey, Brain-y! Think fast!"
The Day the Earth Stood Stupid,Big Brain, I always think fast.
The Day the Earth Stood Stupid,Ahab, The whale! He be white now!
The Day the Earth Stood Stupid,Fry," Leela, I've got an idea. Stay here with Queequeg."
The Day the Earth Stood Stupid,Leela, Is there Mrs. Queequeg?
The Day the Earth Stood Stupid,Fry," Yes! I'm free! [He begins to climb a bookcase. He stands on the top of it with a book in one hand. He grabs a light with the other.] Alright, Brain. Get ready for some electroshock treatment!"
The Day the Earth Stood Stupid,Leela," Fry, don't die! Wake up! [He dies.] [screaming] Nooo!"
The Day the Earth Stood Stupid,Fry," [writing] Leela cried for her lost love as Fry lay dead under the heavy bookcase. The Big Brain laughed in triumph... [He laughs.] Then, for no reason, he left Earth forever. The end. [He closes the book.] There! [He writes ""Fry Trick The Brain"" on the cover.] Now he's trapped in a book I wrote; a crummy world of plot holes and spelling errors."
The Day the Earth Stood Stupid,Big Brain, The Big Brain am winning again. I am the greetest! [It laughs.] Now I am leaving Earth for no raeson!
The Day the Earth Stood Stupid,Nibbler, The Big Brain is defeated. Let what must be done be done.
The Day the Earth Stood Stupid,Leela, Me ... feel ... a bit better in cognitive faculties.
The Day the Earth Stood Stupid,Fry," [jumping up] I did it! [He holds up a book and addresses the ""camera"".] And it's all thanks to the books at my local library."
The Day the Earth Stood Stupid,Nibbler," [voice-over] And so life returned to normal, or as normal as it gets on this primitive dirtball inhabited by psychotic apes."
The Day the Earth Stood Stupid,Nibbler," [voice-over] Thanks to the effect of the brain rays, the people of Earth had no memory of what had transpired, except Fry, and no one believed him or cared what he had to say."
The Day the Earth Stood Stupid,Nibbler," [voice-over] I, meanwhile, returned to my post, ever vigilant, lest Earth again come under Brain attack. And when that day comes, God help us. God help us all."
The Day the Earth Stood Stupid,Leela, Time for a diap-y change!
The Day the Earth Stood Stupid,Nibbler, [voice-over] End transmission.
The Day the Earth Stood Stupid,,
Love's Labours Lost in Space,Leela, This place was a great choice. The food is amazing. And such generous portions.
Love's Labours Lost in Space,Doug, You like the meal just wait until you try these after-dinner mints.
Love's Labours Lost in Space,Leela," You know, Doug, most guys are put off by my eye. It's nice to finally meet someone who's open-minded. [They gaze across the table into each other's eyes. Without averting his gaze, Doug slips out a long pink tongue and licks up the mint.] Ew!"
Love's Labours Lost in Space,Fry, What was wrong with your date last night?
Love's Labours Lost in Space,Leela, I don't know. Something I couldn't quite put my finger on. Possibly his vile lizard tongue.
Love's Labours Lost in Space,Amy, You're too picky.
Love's Labours Lost in Space,Fry," Yeah. If you rule out every guy with a lizard tongue or a low I.Q. or an explosive violent temper, of course you're gonna be lonely."
Love's Labours Lost in Space,Leela, There's nothing wrong with having high standards. Now can we please stop--
Love's Labours Lost in Space,Zoidberg, The female Leela's problem is purely medical. Soon she will drop her eggs and they will hatch and all will be well.
Love's Labours Lost in Space,Amy," You just have to give guys a chance. Sometimes you meet a guy and think he's a pig, but then later you realise he actually has a really good body."
Love's Labours Lost in Space,Leela," Thank you all for the inspiring advice, but I'm perfectly happy with my life the way it is."
Love's Labours Lost in Space,Bender, That sounds like a cry for help.
Love's Labours Lost in Space,Amy, Let's all take her out tonight. There's lots of great places to meet people.
Love's Labours Lost in Space,Hermes, The Federal Sex Bureau.
Love's Labours Lost in Space,Bender, A saucy puppet show.
Love's Labours Lost in Space,Zoidberg, The rotting carcass of a whale.
Love's Labours Lost in Space,Amy," Hmm, I'll pick!"
Love's Labours Lost in Space,Amy," Oh, wow! It's totally retro!"
Love's Labours Lost in Space,Fry, Why's everyone wearing those rings?
Love's Labours Lost in Space,Amy, Guh! Because nobody wears them anymore! Rings are stupid!
Love's Labours Lost in Space,Fry, I think they look cool.
Love's Labours Lost in Space,Amy, Sh! Don't let anyone hear you say that!
Love's Labours Lost in Space,Man," Hey, did that guy just say rings are cool?"
Love's Labours Lost in Space,Amy," Nope, he said they're stupid."
Love's Labours Lost in Space,Man, Cool!
Love's Labours Lost in Space,Amy, So what do you think of that guy by the bar?
Love's Labours Lost in Space,Leela, I don't know. Maybe?
Love's Labours Lost in Space,Bender," Forget it, he's gay."
Love's Labours Lost in Space,Leela, What? How can you tell?
Love's Labours Lost in Space,Bender, I just know these things. I've got what they call gaydar.
Love's Labours Lost in Space,Leela, There's no such thing.
Love's Labours Lost in Space,Bender," No? [He pulls out a machine with a small antenna on it from his chest cabinet. The antenna swivels around.] OK, I got a lock on him. [The machine beeps.] Yep! He's gay!"
Love's Labours Lost in Space,Amy, Are you sure?
Love's Labours Lost in Space,Bender, Definitely. Unless I'm getting interference from a gay weather balloon.
Love's Labours Lost in Space,21st-century girl, You're from the 20th century? That's incredible! I'm from the 21st century.
Love's Labours Lost in Space,Fry, No way! We've got so much in common.
Love's Labours Lost in Space,21st-century girl, We sure do. Remember when those cyborgs enslaved humanity?
Love's Labours Lost in Space,Fry," Uh, yeah! That rings a bell."
Love's Labours Lost in Space,Amy, This is Bolt Rolands. Bolt is a hyper-sled racer with 10 wins on the pro-circuit.
Love's Labours Lost in Space,Bolt," Hello, beautiful!"
Love's Labours Lost in Space,Bender, [whispering] I think she means 10 wins on the gay circuit.
Love's Labours Lost in Space,Bolt, I wish! Those cats can really fly.
Love's Labours Lost in Space,Amy," This is M5438, an entity of pure energy."
Love's Labours Lost in Space,Leela," That's great, really, but he's just not what I'm looking for."
Love's Labours Lost in Space,M-5438," I understand. One day you will evolve beyond your physical body, and on that day I hope you will pick up the phone."
Love's Labours Lost in Space,Amy, You're impossible.
Love's Labours Lost in Space,Bender, Just as well; I think he comes from a dimension that's big on musical theatre.
Love's Labours Lost in Space,Fry, Pst. I need the apartment tonight. Go see a saucy puppet show.
Love's Labours Lost in Space,Bender, Can do!
Love's Labours Lost in Space,The Hip Joint janitor," My, my, my! What's a beautiful lady like you— [Leela looks up.] Oh, my! Eurgh! I'm sorry, I thought you had two eyes."
Love's Labours Lost in Space,Bender," So, Leela, you must have had your pick of the litter last night at closing time."
Love's Labours Lost in Space,Leela, Could you guys please stop talking about my personal life?
Love's Labours Lost in Space,Farnsworth," Yes, let's all talk about Leela's personal life later. But right now we have business to attend to."
Love's Labours Lost in Space,Fry, A delivery?
Love's Labours Lost in Space,Farnsworth, No. A tax-deductible mission of charity.
Love's Labours Lost in Space,Computer Voice, This is Vergon 6.
Love's Labours Lost in Space,Farnsworth, This is Vergon 6.
Love's Labours Lost in Space,Amy, [sarcastic] Buh!
Love's Labours Lost in Space,Farnsworth," It's a sunny little doomed planet, inhabited by a number of frisky little doomed animals."
Love's Labours Lost in Space,Leela, Animals?
Love's Labours Lost in Space,Farnsworth," That's right. Animals in desperate need of rescue. You see, Vergon 6 was once filled with a super-dense substance known as dark matter, each pound of which weighs over ten thousand  pounds."
Love's Labours Lost in Space,Leela, Wait! What about the animals?
Love's Labours Lost in Space,Farnsworth," Well, dark matter is extremely valuable as starship fuel. That's why it was all mined out, leaving the planet completely hollow."
Love's Labours Lost in Space,Leela," Yes, but what about the animals?"
Love's Labours Lost in Space,Farnsworth, The wha?
Love's Labours Lost in Space,Leela, The animals.
Love's Labours Lost in Space,Farnsworth," I didn't say anything about animals. Now it seems that the planet will collapse within three days. Incidentally, this will kill all the animals."
Love's Labours Lost in Space,Leela, So we have to bring back two of each kind. Just like Noah's Ark.
Love's Labours Lost in Space,Bender, Why two? [Leela whispers something to him.] Oh!
Love's Labours Lost in Space,Fry, I bet you Leela's holding out for a nice guy with one eye.
Love's Labours Lost in Space,Bender," That'll take forever. What she oughta do is find a nice guy with two eyes, then poke one out."
Love's Labours Lost in Space,Fry," Yeah, that'd be a timesaver."
Love's Labours Lost in Space,Leela, Do you mind?
Love's Labours Lost in Space,Bender, Here you go. [He pulls out a fork.] You can use this as an eye-poker.
Love's Labours Lost in Space,Leela," Thank you. But I don't care how many eyes a man has ... as long as it's less than five. All I'm looking for is a guy who's adventurous, self-confident..."
Love's Labours Lost in Space,Leela, [from ship] ...maybe a snappy dresser.
Love's Labours Lost in Space,Zapp," These new uniforms are pretty snappy, eh, first officer?"
Love's Labours Lost in Space,Kif," I suppose, Captain. I'm not as big a fan of velour as you are. Now what do you want to do about that unidentified ship?"
Love's Labours Lost in Space,Zapp, Destroy them! [As he raises his arm he flexes his muscle. He stops to feel it.] Mmm! That's got a nice feel to it.
Love's Labours Lost in Space,Zapp," Captain's journal  Star date, 3000.3."
Love's Labours Lost in Space,Kif," Who are you talking to, sir?"
Love's Labours Lost in Space,Zapp," You! Aren't you getting this? [Kif sighs and scurries to a typing machine. Zapp dictates.] We have detected a vessel attempting to break the security cordon around Vergon 6. I'm anticipating an all-out tactical dogfight, followed by a light dinner ... ravioli, ham, sundae bar."
Love's Labours Lost in Space,Leela," Hey, look! That's Zapp Brannigan's ship."
Love's Labours Lost in Space,Fry, Wow! The Zapp Brannigan?
Love's Labours Lost in Space,Leela, Uh-huh!
Love's Labours Lost in Space,Fry, Who's the Zapp Brannigan?
Love's Labours Lost in Space,Kif," Shall I fire on them now, sir?"
Love's Labours Lost in Space,Zapp," Not yet, Kif. In the game of chess, you can never let your adversary see your pieces. [Kif sighs.] What?"
Love's Labours Lost in Space,Leela, They say Zapp Brannigan single-handedly saved the Octillian System from a horde of rampaging Killbots.
Love's Labours Lost in Space,Fry, Wow!
Love's Labours Lost in Space,Bender," A grim day for robot-kind. Ah, but we can always build more Killbots!"
Love's Labours Lost in Space,Leela, He's the most decorated captain in the whole Democratic Order of Planets.
Love's Labours Lost in Space,Fry, [teasing] Leela's got a boyfriend!
Love's Labours Lost in Space,Leela, No I don't. But I think we ought to meet with him and see if he'll help us rescue those animals.
Love's Labours Lost in Space,Bender," Well, just in case you guys hit it off, you'll wanna take this with you. [He holds up the fork.]"
Love's Labours Lost in Space,Kif," Sir, they're headed straight for us."
Love's Labours Lost in Space,Zapp," A well-calculated move straight out of Sun Tzu's classic text The Art Of War, or my own masterwork  Zapp Brannigan's Big Book of War. [He holds up the book with a picture of him on the front.] But the one thing their captain doesn't realise and never will is that--"
Love's Labours Lost in Space,Kif," Sir, they've docked with us and have come aboard."
Love's Labours Lost in Space,Zapp," Then I have risked all and lost. Kif, old man, I'll be in the escape pod. [He gets up and heads for the door.] If that wicker chair I like survives the slaughter, have it sent to my P.O. box."
Love's Labours Lost in Space,Leela," Hello, I'm Leela, captain of the Planet Express delivery ship. We've come aboard to plead for your assistance."
Love's Labours Lost in Space,Kif," Well, if there's anything--"
Love's Labours Lost in Space,Zapp, I'm in command here. Zapp Brannigan. Has my fame preceded me or was I too quick for you?
Love's Labours Lost in Space,Leela," Oh, not at all. I'm just so, uh, really thrilled to meet you!"
Love's Labours Lost in Space,Zapp, You're an impressive piece of captain. Beautiful and deadly -- a potent combination.
Love's Labours Lost in Space,Leela, [flattered] You don't mean that!
Love's Labours Lost in Space,Zapp," But I do. I doubt I've seen more than three or four captains sexier than you, and only one who was deadlier."
Love's Labours Lost in Space,Fry, I heard that one time you single-handedly defeated a horde of rampaging somethings in the something-something-system.
Love's Labours Lost in Space,Zapp, The Killbots? A trifle! It was simply a matter of outsmarting them.
Love's Labours Lost in Space,Fry, Wow! I never would have thought of that!
Love's Labours Lost in Space,Zapp," You see, Killbots have a preset kill limit. Knowing their weakness, I sent wave after wave of my own men at them, until they reached their limit and shutdown. Kif, show them the medal I won. [Kif sighs and points to a medal on Zapp's uniform.]"
Love's Labours Lost in Space,Zapp," More, please. [Kif grates.] A little more ... more ... keep going."
Love's Labours Lost in Space,Leela," Captain Brannigan, we really need to talk to you about our mission."
Love's Labours Lost in Space,Zapp," Whatever it is, I'm willing to put wave after wave of men at your disposal. Right, men?"
Love's Labours Lost in Space,Crewman, [shouting] You suck!
Love's Labours Lost in Space,Leela, We're hoping to save the animals of Vergon 6 from extinction. And if you could just--
Love's Labours Lost in Space,Zapp, Vergon 6? This light dinner is over.
Love's Labours Lost in Space,Leela, Wait! What's wrong?
Love's Labours Lost in Space,Zapp," The Democratic Order of Planets prohibits interfering with undeveloped worlds. It's a little rule known as ""Brannigan's Law""."
Love's Labours Lost in Space,Leela, But people already interfered. That planet was mined completely hollow.
Love's Labours Lost in Space,Zapp," Yes, by a Democratic Order of Planets mining crew."
Love's Labours Lost in Space,Leela, This doesn't make any sense.
Love's Labours Lost in Space,Zapp, I don't pretend to understand Brannigan's Law. I merely enforce it.
Love's Labours Lost in Space,Leela, Fine! We'll save the animals without your help.
Love's Labours Lost in Space,Zapp, I'm afraid I can't allow that. Guards!
Love's Labours Lost in Space,Fry, What just happened?
Love's Labours Lost in Space,Bender, He's throwing us in prison.
Love's Labours Lost in Space,Fry, Dang! Can I get this wrapped up?
Love's Labours Lost in Space,Leela, Ow! I might've liked Zapp Brannigan if he weren't a pompous dimwit who threw me in prison.
Love's Labours Lost in Space,Bender, You really are too picky.
Love's Labours Lost in Space,Zapp," Kif, follow me up to the observation deck. I've got some musing to do."
Love's Labours Lost in Space,Kif," Oh, jeez!"
Love's Labours Lost in Space,Zapp," I'm facing a formidable female adversary, Kif. Suggestions?"
Love's Labours Lost in Space,Kif," I fail to see any problem, sir. You already imprisoned her under directive B-10.8-1."
Love's Labours Lost in Space,Zapp, You mean Brannigan's Law?
Love's Labours Lost in Space,Kif," Right, that law."
Love's Labours Lost in Space,Zapp, Which one?
Love's Labours Lost in Space,Kif, Brannigan's Law.
Love's Labours Lost in Space,Zapp," Kif, you're my best and most loyal friend but you've earned my contempt once again. As my protégé you should know that the only way to deal with a female adversary is to seduce her. [Kif sighs.] This time we are sure she's a woman, right?"
Love's Labours Lost in Space,Kif, Yes.
Love's Labours Lost in Space,Zapp," Good! Invite her to my quarters. Oh, and have the boy lay out my formal shorts."
Love's Labours Lost in Space,Kif," ""The boy"", sir?"
Love's Labours Lost in Space,Zapp, You. You lay out my formal shorts.
Love's Labours Lost in Space,Kif, The jackass wants to see you in his quarters.
Love's Labours Lost in Space,Leela," Good. This will be my chance to reason with him, captain to captain."
Love's Labours Lost in Space,Kif, And he wants you to wear this.
Love's Labours Lost in Space,Zapp, [sexilly; from inside] Come and get it!
Love's Labours Lost in Space,Zapp," Welcome to my humble chamber, or as I call it, ""the Lovenasium"". Sham-pag-in?"
Love's Labours Lost in Space,Leela, I didn't realise you were such a coin-a-sewer.
Love's Labours Lost in Space,Zapp, Well I have studied abroad. Or two!
Love's Labours Lost in Space,Leela, Captain--
Love's Labours Lost in Space,Zapp, Uh-huh?
Love's Labours Lost in Space,Leela, If we could speak seriously for a moment--
Love's Labours Lost in Space,Zapp, Uh-huh?
Love's Labours Lost in Space,Leela, I'd like you to reconsider letting us rescue those animals.
Love's Labours Lost in Space,Zapp, Mm-hm. [He moves the bed closer to Leela. Leela pulls the plug out of the socket and the bed falls to the floor.] I like your style. I find it very... (whispering) erotic.
Love's Labours Lost in Space,Leela, What?
Love's Labours Lost in Space,Zapp, [shouting] Erotic!
Love's Labours Lost in Space,Fry," We can definitely escape, Bender. All you have to do is bend the hatch off this steam pipe."
Love's Labours Lost in Space,Bender," Hey, yeah!"
Love's Labours Lost in Space,Fry, No good! It's full of steam!
Love's Labours Lost in Space,Zapp, You look like a woman who enjoys the finer things. Come over here and feel my velour bedspread.
Love's Labours Lost in Space,Leela, I'm not really in the mood.
Love's Labours Lost in Space,Zapp," Leela, it's real velour. Just let yourself go."
Love's Labours Lost in Space,Leela, Can I please just go back to prison?
Love's Labours Lost in Space,Zapp, You'd rather sit in prison than spend one evening with the Zapper?
Love's Labours Lost in Space,Leela, Much rather! [Zapp starts to cry.] What are you doing?
Love's Labours Lost in Space,Zapp," [crying] Oh, God, I'm pathetic. Sorry. Just go. You want the rest of the sham-pag-in?"
Love's Labours Lost in Space,Leela," No. And it's pronounced ""sham-pane""."
Love's Labours Lost in Space,Zapp," [crying] Oh, God, no!"
Love's Labours Lost in Space,Leela, It's not a big deal.
Love's Labours Lost in Space,Zapp," [crying] I get so lonely. I just thought you, a fellow captain, would understand."
Love's Labours Lost in Space,Leela," Oh, forget it."
Love's Labours Lost in Space,Zapp," [crying] Yeah, it's great ordering people around and stuff but through it all you're completely alone."
Love's Labours Lost in Space,Leela, It comes with the job.
Love's Labours Lost in Space,Zapp, [crying] I'm just so lonely!
Love's Labours Lost in Space,Leela," Oh, come on. Cheer up. It's not that bad."
Love's Labours Lost in Space,Fry, You wanna try escaping again?
Love's Labours Lost in Space,Bender," Nah, I'm comfy."
Love's Labours Lost in Space,Fry," Man, Leela's been gone a long time. I hope she's at least making progress with Zapp Brannigan."
Love's Labours Lost in Space,Zapp," Good morning, lover."
Love's Labours Lost in Space,Leela," Uh, listen, Zapp."
Love's Labours Lost in Space,Zapp, Now you're officially my woman. Kudos! I can't say I don't envy you.
Love's Labours Lost in Space,Leela," Zapp, last night was a mistake."
Love's Labours Lost in Space,Zapp, A sexy mistake.
Love's Labours Lost in Space,Leela," No, just a regular mistake. For a split second my common sense was overwhelmed by pity."
Love's Labours Lost in Space,Zapp, A split second is all it takes. That's why sooner or later you'll come crawling back to the Zapper.
Love's Labours Lost in Space,Leela, The only kind of crawling I'm doing to you is away ... from!
Love's Labours Lost in Space,Zapp," Leela, you're obviously confused and aroused."
Love's Labours Lost in Space,Leela," Look, I'm going down to Vergon 6 to save those animals whether you like it or not."
Love's Labours Lost in Space,Zapp, Go ahead. I won't stop you.
Love's Labours Lost in Space,Leela, Threaten all you-- Wait. What?
Love's Labours Lost in Space,Zapp," We both know you won't make it halfway to Vergon 6 before the craving sets in. Then you'll come crawling back for another taste of sweet, sweet candy ... bam!"
Love's Labours Lost in Space,Leela, Eurgh!
Love's Labours Lost in Space,Zapp, [shouting] Kif!
Love's Labours Lost in Space,Kif," Yes-- [He groans and looks away. Zapp is standing up holding the bed sheet over his crotch.] Yes, Captain?"
Love's Labours Lost in Space,Zapp, I have made it with a woman. Inform the men.
Love's Labours Lost in Space,Kif, The fatso says you're free to go.
Love's Labours Lost in Space,Fry, Really? Why?
Love's Labours Lost in Space,Kif," [quietly] ""Why"" indeed."
Love's Labours Lost in Space,Fry, What does that mean?
Love's Labours Lost in Space,Leela, [defensively] Nothing.
Love's Labours Lost in Space,Bender, So should we get our stuff and head down to the planet?
Love's Labours Lost in Space,Leela," [defensively] We just talked, OK?!"
Love's Labours Lost in Space,Leela," Alright, we don't have much time to collect these animals. The planet is supposed to collapse in approximately two hours ago."
Love's Labours Lost in Space,Leela," Hello, there. [The animal sniffs around Leela's feet.] Hmm. He doesn't seem to be on the checklist."
Love's Labours Lost in Space,Bender," So, you're saying we can cook him?"
Love's Labours Lost in Space,Fry," Yeah, a barbecue! I'll wear my hilarious apron."
Love's Labours Lost in Space,Leela," No! I don't care how hilarious your apron is, we're not cooking him. [She picks the thing up.] Aww! I'll call him Nibbler."
Love's Labours Lost in Space,Bender, Aww! (whispering to Fry) I'll fire up the grill!
Love's Labours Lost in Space,Leela, I hope he'll be OK in there with all those big animals.
Love's Labours Lost in Space,Zapp," Y'know, Kif, once my woman returns I won't have much time to hang out with the boys anymore."
Love's Labours Lost in Space,Kif," That's a shame, sir."
Love's Labours Lost in Space,Zapp," So let's make the most of our time together, shall we? [They sit in silence.] Never mind. Just give me a back rub."
Love's Labours Lost in Space,Bender, I found a pair of hermaphlamingos.
Love's Labours Lost in Space,Leela, Good. That's the last species.
Love's Labours Lost in Space,Bender, Hey. What the--?
Love's Labours Lost in Space,Fry, Where'd they all go?
Love's Labours Lost in Space,Leela, Nibbler!
Love's Labours Lost in Space,Fry, I can't believe we flew halfway across the galaxy and enjoyed a steam just to get lunch for that stupid animal!
Love's Labours Lost in Space,Bender, He's pending for a bending.
Love's Labours Lost in Space,Leela," Leave him alone. It's not his fault that he's an unstoppable killing machine. Is it, snoogums?"
Love's Labours Lost in Space,Fry, The planet's kerploding!
Love's Labours Lost in Space,Leela," Prepare for lift-off. [She turns the key in the ignition but the engine doesn't start. The fuel gauge reads empty.] We're out of fuel. Bender, I told you to fill the tank before we left."
Love's Labours Lost in Space,Bender," Yeah, I'll do it when we get back."
Love's Labours Lost in Space,Fry," Man, lucky for us Zapp Brannigan's nearby."
Love's Labours Lost in Space,Leela, No way! Forget it! I refuse to go crawling back to him!
Love's Labours Lost in Space,Fry, What? What are you talking about?
Love's Labours Lost in Space,Leela, [defensively] Nothing. We just talked.
Love's Labours Lost in Space,Bender," So what's your problem? It's not like you slept with him. [Leela hangs her head in shame.] Oh, my God!"
Love's Labours Lost in Space,Fry," How could you, Leela? I thought you had some standards. I mean, jeez, he's a dumb, gross gorilla!"
Love's Labours Lost in Space,Leela, That's enough! Don't you think I feel bad enough already?
Love's Labours Lost in Space,Fry, No!
Love's Labours Lost in Space,Leela," Alright, alright. I'll call him. [She presses a button and the videophone comes down.] I mean, if living is that important to you."
Love's Labours Lost in Space,Zapp," And that's why you'll never make captain, Kif. [""Incoming Message"" repeatedly flashes on the viewscreen.] Hmm."
Love's Labours Lost in Space,Leela," [on screen] Hello, Zapp?"
Love's Labours Lost in Space,Zapp," Well, well, well!"
Love's Labours Lost in Space,Leela," Zapp, we're out of fuel..."
Love's Labours Lost in Space,Leela, [on screen] ...and Vergon 6 is about to implode. We need your help.
Love's Labours Lost in Space,Zapp," So, crawling back to the Big Z like a bird on its belly. Delicious."
Love's Labours Lost in Space,Leela, [on screen] Bird's don't crawl.
Love's Labours Lost in Space,Zapp, They've been known to.
Love's Labours Lost in Space,Leela," Look, are you going to rescue us or not?"
Love's Labours Lost in Space,Zapp, [on screen] Can't you ask a little more ... sexfully?
Love's Labours Lost in Space,Leela, [sexfully] Please?
Love's Labours Lost in Space,Leela, [sexfully; on screen] Big Z?
Love's Labours Lost in Space,Zapp," Certainly. But first you'll have to get rid of that thing. [He points at Nibbler] That's the law, Leela. And Brannigan's Law is like Brannigan's love  Hard and fast!"
Love's Labours Lost in Space,Zapp, [on screen] Now put that greasy rat outside and we'll tow you to safety.
Love's Labours Lost in Space,Leela," I would never abandon a helpless animal. Y'know, Zapp, once I thought you were a big, pompous buffoon. Then I realised that inside you were just a pitiful child. But now I realise that outside that child is a big, pompous buffoon!"
Love's Labours Lost in Space,Zapp, [on screen] And which one rocked your world?
Love's Labours Lost in Space,Fry, Wow! Way to tell that guy off. Now what's your secret escape plan?
Love's Labours Lost in Space,Leela," Uh, I guess to sit here and wait for death."
Love's Labours Lost in Space,Bender, Can do!
Love's Labours Lost in Space,Bender, What the hell was that?
Love's Labours Lost in Space,Fry, Pew!
Love's Labours Lost in Space,Leela, I don't believe it! It's dark matter.
Love's Labours Lost in Space,Bender, So this guy just unloaded a steaming pile of starship fuel?
Love's Labours Lost in Space,Leela," His species must've filled the entire planet with it. Did you do that, you cute little-- [The ship shakes again.] Come on. That should be more than enough fuel to get us outta here. Bender, pick it up and put it in the engine."
Love's Labours Lost in Space,Leela, We made it! [She looks through a pair of binoculars.] And some of the animals survived.
Love's Labours Lost in Space,Bender, So a couple of animals didn't die and Leela got lucky. That's what I call a successful mission!
Love's Labours Lost in Space,Fry, We're heroes!
